policy_id,policy_group_id,start_date,end_date,line_of_business,coverage_term_months,underwriting_year,currency,ifrs_model_type,status
POL67122508,GRP82857,2025-06-27,2028-02-12,Motor,32,2025,USD,GMM,Active
POL17909150,GRP33717,2023-07-26,2024-08-19,Property,13,2023,USD,GMM,Active
POL04862551,GRP98568,2025-09-06,2027-05-29,Health,21,2025,EUR,PAA,Expired
POL46302698,GRP15686,2019-05-24,2020-02-18,Motor,9,2019,EUR,PAA,Active
POL23377717,GRP91249,2019-05-09,2022-03-24,Health,35,2019,EUR,GMM,Cancelled
POL74868111,GRP63213,2021-12-24,2022-06-22,Property,6,2021,EUR,GMM,Cancelled
POL16656131,GRP03826,2022-02-03,2022-08-02,Health,6,2022,GBP,GMM,Cancelled
POL29437349,GRP75502,2020-11-18,2023-11-03,Property,36,2020,USD,PAA,Active
POL67430774,GRP76131,2023-04-25,2025-11-10,Property,31,2023,USD,GMM,Cancelled
POL41655693,GRP21316,2025-02-14,2025-10-12,Motor,8,2025,GBP,PAA,Expired
POL55481825,GRP02657,2023-06-11,2026-05-26,Motor,36,2023,GBP,GMM,Active
POL38736395,GRP22329,2021-04-16,2022-07-10,Motor,15,2021,GBP,GMM,Expired
POL03054453,GRP19680,2022-03-09,2024-06-26,Health,28,2022,GBP,PAA,Active
POL13700620,GRP77543,2024-02-21,2026-08-09,Health,30,2024,GBP,GMM,Expired
POL37344091,GRP53730,2018-02-17,2020-03-08,Health,25,2018,USD,GMM,Expired
POL97217304,GRP37825,2018-07-10,2020-06-29,Life,24,2018,USD,PAA,Expired
POL26048664,GRP65150,2024-12-14,2026-02-07,Motor,14,2024,EUR,GMM,Active
POL89834059,GRP10927,2018-05-25,2020-02-14,Life,21,2018,GBP,GMM,Active
POL84488492,GRP96222,2020-10-06,2021-09-01,Health,11,2020,USD,GMM,Expired
POL83944385,GRP76477,2018-07-28,2020-05-18,Motor,22,2018,EUR,PAA,Active
POL40087505,GRP92053,2025-11-09,2026-11-04,Property,12,2025,GBP,PAA,Cancelled
POL35409858,GRP62108,2023-08-16,2024-07-11,Life,11,2023,USD,GMM,Expired
POL08394158,GRP26631,2022-07-10,2024-11-26,Life,29,2022,USD,PAA,Expired
POL31438099,GRP11391,2018-03-19,2020-02-07,Property,23,2018,GBP,GMM,Expired
POL97828951,GRP92644,2019-01-14,2020-11-04,Motor,22,2019,GBP,PAA,Cancelled
POL06612725,GRP08709,2019-01-09,2019-07-08,Life,6,2019,USD,PAA,Expired
POL04087703,GRP96525,2023-06-06,2024-03-02,Health,9,2023,GBP,PAA,Cancelled
POL18655779,GRP92570,2024-02-26,2026-10-13,Life,32,2024,EUR,PAA,Active
POL57851615,GRP39538,2021-12-11,2023-01-05,Life,13,2021,USD,GMM,Active
POL42536298,GRP43501,2019-07-07,2022-06-21,Life,36,2019,USD,GMM,Expired
POL10163488,GRP87721,2018-07-24,2020-05-14,Property,22,2018,EUR,GMM,Active
POL89760995,GRP11548,2022-12-25,2024-09-15,Life,21,2022,GBP,GMM,Expired
POL93013827,GRP83715,2020-03-19,2022-05-08,Motor,26,2020,GBP,PAA,Expired
POL35950474,GRP87000,2022-08-10,2023-02-06,Motor,6,2022,GBP,GMM,Cancelled
POL16588947,GRP57365,2025-08-23,2028-01-10,Life,29,2025,GBP,GMM,Expired
POL51826423,GRP62429,2018-02-14,2019-05-10,Life,15,2018,GBP,GMM,Expired
POL37152144,GRP82230,2019-02-09,2020-12-30,Property,23,2019,GBP,PAA,Active
POL11669487,GRP36359,2018-03-16,2019-04-10,Motor,13,2018,EUR,PAA,Expired
POL38612313,GRP02524,2019-11-14,2021-11-03,Motor,24,2019,GBP,GMM,Expired
POL84140599,GRP17185,2022-11-29,2025-11-13,Motor,36,2022,EUR,PAA,Expired
POL65671291,GRP75233,2024-09-25,2025-04-23,Property,7,2024,GBP,GMM,Active
POL08716835,GRP31927,2019-09-23,2022-01-10,Property,28,2019,USD,PAA,Expired
POL38149244,GRP26273,2018-10-03,2021-06-19,Health,33,2018,GBP,PAA,Expired
POL89621820,GRP26374,2018-05-30,2018-11-26,Motor,6,2018,GBP,PAA,Active
POL90990593,GRP94691,2024-09-16,2027-04-04,Motor,31,2024,USD,GMM,Expired
POL52251340,GRP42482,2020-12-01,2022-06-24,Property,19,2020,USD,GMM,Cancelled
POL24008334,GRP37178,2025-10-29,2027-07-21,Motor,21,2025,EUR,GMM,Active
POL60196524,GRP72695,2019-07-29,2022-02-13,Life,31,2019,USD,PAA,Active
POL49106850,GRP25032,2019-07-05,2022-06-19,Property,36,2019,EUR,GMM,Active
POL20636738,GRP43427,2022-08-14,2024-05-05,Motor,21,2022,USD,GMM,Expired
POL72293810,GRP76868,2019-12-19,2022-04-07,Life,28,2019,USD,GMM,Active
POL90478108,GRP36807,2023-05-06,2024-10-27,Motor,18,2023,EUR,GMM,Active
POL29641159,GRP37522,2021-01-30,2023-07-19,Health,30,2021,GBP,GMM,Expired
POL22367340,GRP77617,2022-09-10,2024-02-02,Property,17,2022,GBP,GMM,Expired
POL38618224,GRP58625,2019-05-12,2020-12-02,Property,19,2019,USD,GMM,Expired
POL95629467,GRP89093,2022-08-12,2025-04-28,Property,33,2022,GBP,GMM,Expired
POL24697135,GRP45683,2025-10-01,2027-12-20,Health,27,2025,USD,PAA,Expired
POL12856330,GRP52508,2024-01-01,2026-10-17,Life,34,2024,EUR,PAA,Expired
POL49548552,GRP28238,2024-09-12,2025-11-06,Life,14,2024,EUR,PAA,Expired
POL34784066,GRP10686,2020-02-10,2021-03-06,Property,13,2020,GBP,GMM,Cancelled
POL00530387,GRP90441,2018-07-04,2020-10-21,Motor,28,2018,GBP,PAA,Active
POL56591233,GRP40535,2024-04-22,2025-08-15,Health,16,2024,EUR,GMM,Active
POL00359204,GRP08588,2019-05-19,2020-03-14,Life,10,2019,EUR,PAA,Expired
POL81863770,GRP29736,2018-03-13,2020-06-30,Health,28,2018,EUR,GMM,Active
POL87708042,GRP65610,2021-03-21,2023-03-11,Property,24,2021,USD,PAA,Active
POL87612666,GRP84219,2025-10-11,2027-04-04,Property,18,2025,GBP,PAA,Expired
POL84233511,GRP79689,2020-07-13,2021-06-08,Life,11,2020,EUR,GMM,Cancelled
POL93978496,GRP16184,2023-02-25,2025-03-16,Property,25,2023,EUR,GMM,Expired
POL74144601,GRP22982,2022-03-22,2024-12-06,Life,33,2022,EUR,PAA,Cancelled
POL60741556,GRP82985,2024-07-14,2027-03-01,Property,32,2024,EUR,GMM,Active
POL06273153,GRP73616,2019-12-09,2021-02-01,Motor,14,2019,EUR,GMM,Active
POL49347062,GRP06820,2023-05-24,2024-08-16,Property,15,2023,GBP,GMM,Expired
POL20436541,GRP20362,2021-05-15,2023-11-01,Motor,30,2021,USD,GMM,Expired
POL66331508,GRP41340,2018-02-04,2019-04-30,Health,15,2018,EUR,PAA,Cancelled
POL98912865,GRP65286,2018-06-15,2020-07-04,Health,25,2018,GBP,GMM,Active
POL58337867,GRP67615,2024-08-16,2025-02-12,Motor,6,2024,USD,GMM,Active
POL50234593,GRP45771,2021-04-27,2024-01-12,Health,33,2021,GBP,GMM,Active
POL80171637,GRP08838,2024-10-31,2025-04-29,Life,6,2024,USD,PAA,Active
POL60130987,GRP17269,2021-06-08,2023-08-27,Life,27,2021,EUR,PAA,Cancelled
POL44386004,GRP94600,2018-03-27,2020-03-16,Property,24,2018,USD,GMM,Active
POL33893155,GRP23079,2025-04-21,2027-06-10,Property,26,2025,EUR,GMM,Active
POL73951301,GRP44353,2023-11-18,2024-10-13,Life,11,2023,USD,PAA,Expired
POL17915778,GRP98639,2023-05-20,2026-04-04,Health,35,2023,EUR,GMM,Cancelled
POL34878083,GRP83018,2023-01-04,2024-01-29,Life,13,2023,GBP,PAA,Cancelled
POL44231172,GRP29118,2018-10-21,2019-04-19,Life,6,2018,EUR,PAA,Cancelled
POL64816965,GRP59950,2024-10-21,2027-08-07,Health,34,2024,EUR,PAA,Active
POL06274841,GRP54655,2025-07-09,2027-06-29,Motor,24,2025,EUR,PAA,Expired
POL22705652,GRP55624,2018-10-01,2020-11-19,Health,26,2018,EUR,PAA,Cancelled
POL41206781,GRP76431,2018-09-16,2021-01-03,Motor,28,2018,USD,GMM,Active
POL66027319,GRP89142,2018-04-05,2019-03-31,Life,12,2018,GBP,PAA,Cancelled
POL06389248,GRP13270,2022-02-06,2023-08-30,Property,19,2022,USD,GMM,Active
POL33995265,GRP39071,2025-07-03,2027-11-20,Motor,29,2025,GBP,PAA,Expired
POL49937134,GRP89215,2019-06-19,2021-09-06,Health,27,2019,EUR,GMM,Active
POL68968106,GRP68668,2022-09-02,2023-03-31,Life,7,2022,GBP,GMM,Cancelled
POL98624406,GRP69216,2024-01-29,2026-02-17,Motor,25,2024,GBP,PAA,Expired
POL05826566,GRP30104,2025-10-27,2026-10-22,Motor,12,2025,GBP,GMM,Expired
POL01431344,GRP02200,2021-02-03,2021-11-30,Property,10,2021,GBP,PAA,Cancelled
POL92773603,GRP92377,2023-10-21,2026-09-05,Health,35,2023,EUR,GMM,Expired
POL49153922,GRP00497,2019-04-14,2021-11-29,Life,32,2019,EUR,PAA,Active
POL29337018,GRP72562,2025-04-02,2026-12-23,Health,21,2025,GBP,PAA,Cancelled
POL29364327,GRP66581,2025-06-27,2026-04-23,Motor,10,2025,EUR,PAA,Active
POL87384190,GRP65350,2024-08-31,2025-07-27,Life,11,2024,USD,PAA,Expired
POL88782975,GRP21006,2018-05-03,2019-08-26,Health,16,2018,EUR,PAA,Cancelled
POL69000452,GRP09595,2022-05-03,2023-06-27,Property,14,2022,EUR,GMM,Cancelled
POL76604262,GRP07275,2022-06-20,2024-04-10,Life,22,2022,GBP,GMM,Cancelled
POL81390199,GRP95709,2021-11-18,2023-07-11,Property,20,2021,EUR,PAA,Expired
POL51197559,GRP38304,2022-07-29,2024-01-20,Motor,18,2022,EUR,GMM,Cancelled
POL21757890,GRP12316,2018-07-21,2020-05-11,Life,22,2018,GBP,GMM,Cancelled
POL14906399,GRP59480,2021-07-01,2023-02-21,Motor,20,2021,GBP,PAA,Cancelled
POL83573614,GRP54770,2021-05-17,2023-07-06,Health,26,2021,GBP,GMM,Active
POL62802755,GRP40615,2025-09-29,2027-12-18,Motor,27,2025,EUR,PAA,Expired
POL29206000,GRP00428,2019-09-13,2021-11-01,Motor,26,2019,GBP,PAA,Active
POL29124078,GRP01695,2024-10-24,2025-06-21,Motor,8,2024,EUR,PAA,Expired
POL15504781,GRP56560,2018-07-02,2020-04-22,Property,22,2018,USD,GMM,Expired
POL84227061,GRP84065,2019-01-16,2021-07-04,Health,30,2019,EUR,PAA,Expired
POL50599602,GRP92544,2018-08-07,2020-04-28,Health,21,2018,USD,PAA,Cancelled
POL42057481,GRP21470,2020-01-22,2021-04-16,Property,15,2020,GBP,PAA,Expired
POL69194929,GRP08541,2023-05-28,2025-10-14,Life,29,2023,USD,GMM,Cancelled
POL71543465,GRP75106,2021-09-03,2023-07-25,Motor,23,2021,EUR,GMM,Expired
POL76614008,GRP53301,2024-01-16,2024-11-11,Property,10,2024,GBP,GMM,Cancelled
POL45117254,GRP44303,2022-10-30,2023-08-26,Life,10,2022,USD,GMM,Expired
POL21248010,GRP13097,2024-11-08,2026-01-02,Health,14,2024,USD,GMM,Expired
POL20952244,GRP30409,2020-08-19,2022-08-09,Motor,24,2020,USD,PAA,Active
POL21346875,GRP54347,2019-08-05,2022-03-22,Motor,32,2019,GBP,PAA,Expired
POL47632743,GRP96209,2021-12-11,2023-07-04,Life,19,2021,GBP,PAA,Expired
POL38690099,GRP48659,2020-07-08,2021-05-04,Health,10,2020,USD,GMM,Cancelled
POL75627882,GRP11247,2023-09-16,2024-04-13,Life,7,2023,EUR,PAA,Expired
POL76832645,GRP63960,2024-06-25,2026-01-16,Property,19,2024,GBP,GMM,Cancelled
POL98330923,GRP41549,2024-02-20,2025-06-14,Motor,16,2024,GBP,PAA,Cancelled
POL79759952,GRP43296,2023-09-12,2025-09-01,Life,24,2023,GBP,GMM,Expired
POL36561727,GRP67675,2025-07-09,2027-06-29,Property,24,2025,GBP,GMM,Cancelled
POL31964615,GRP34396,2020-01-21,2022-05-10,Life,28,2020,GBP,PAA,Cancelled
POL85027981,GRP73073,2023-07-08,2024-03-04,Property,8,2023,GBP,PAA,Active
POL86357104,GRP62785,2022-03-21,2023-06-14,Motor,15,2022,EUR,PAA,Cancelled
POL89450485,GRP34877,2024-09-06,2025-10-01,Motor,13,2024,GBP,GMM,Expired
POL99110060,GRP34171,2023-03-17,2026-01-30,Health,35,2023,GBP,PAA,Active
POL91553544,GRP49252,2018-12-19,2021-03-08,Life,27,2018,GBP,GMM,Active
POL51117358,GRP57286,2020-10-29,2021-09-24,Property,11,2020,GBP,GMM,Expired
POL78939313,GRP75057,2020-10-21,2022-04-14,Motor,18,2020,EUR,GMM,Expired
POL46737429,GRP17530,2020-08-22,2021-05-19,Health,9,2020,EUR,PAA,Expired
POL84384751,GRP94044,2025-02-18,2027-05-09,Health,27,2025,USD,GMM,Active
POL26257348,GRP17561,2018-11-02,2021-09-17,Property,35,2018,GBP,PAA,Cancelled
POL62296488,GRP29954,2023-05-16,2025-08-03,Life,27,2023,EUR,GMM,Cancelled
POL46757454,GRP99719,2022-10-09,2025-03-27,Motor,30,2022,USD,GMM,Expired
POL15293165,GRP40159,2025-01-16,2026-06-10,Health,17,2025,EUR,GMM,Active
POL38077341,GRP63549,2020-05-04,2021-07-28,Property,15,2020,EUR,PAA,Cancelled
POL82073890,GRP99052,2023-04-13,2025-09-29,Motor,30,2023,USD,GMM,Expired
POL67861530,GRP16150,2023-10-27,2025-12-15,Motor,26,2023,GBP,GMM,Cancelled
POL20579909,GRP66360,2018-06-02,2020-01-23,Life,20,2018,EUR,GMM,Active
POL26936915,GRP75852,2025-10-20,2026-10-15,Health,12,2025,USD,GMM,Expired
POL40027993,GRP44731,2021-01-27,2021-10-24,Property,9,2021,EUR,GMM,Cancelled
POL89064797,GRP16047,2025-07-01,2027-02-21,Property,20,2025,GBP,GMM,Cancelled
POL87837809,GRP34018,2021-06-11,2022-04-07,Health,10,2021,USD,GMM,Active
POL88713276,GRP21927,2024-08-14,2025-04-11,Life,8,2024,GBP,GMM,Cancelled
POL53378243,GRP16911,2020-07-08,2023-02-23,Property,32,2020,GBP,GMM,Active
POL79292493,GRP50515,2018-11-08,2020-06-30,Health,20,2018,GBP,GMM,Expired
POL17895316,GRP52625,2025-08-01,2026-10-25,Property,15,2025,EUR,GMM,Expired
POL15148475,GRP19489,2024-02-15,2026-10-02,Property,32,2024,USD,PAA,Cancelled
POL77821970,GRP95250,2024-03-03,2024-09-29,Motor,7,2024,GBP,GMM,Active
POL32462655,GRP37771,2022-06-10,2023-04-06,Motor,10,2022,GBP,GMM,Expired
POL99699231,GRP69393,2019-06-04,2021-03-25,Health,22,2019,GBP,PAA,Cancelled
POL17513408,GRP77937,2022-01-06,2024-02-25,Property,26,2022,EUR,GMM,Active
POL13083866,GRP94915,2018-03-09,2019-11-29,Property,21,2018,EUR,PAA,Cancelled
POL52824235,GRP35110,2019-04-19,2020-08-11,Property,16,2019,USD,PAA,Cancelled
POL41612803,GRP16723,2020-11-08,2022-08-30,Motor,22,2020,USD,PAA,Active
POL85895963,GRP85158,2023-06-27,2024-02-22,Motor,8,2023,USD,GMM,Expired
POL52585058,GRP56477,2024-06-14,2025-12-06,Motor,18,2024,USD,PAA,Cancelled
POL00677160,GRP22280,2024-05-12,2026-02-01,Motor,21,2024,USD,GMM,Active
POL46768966,GRP18106,2018-01-11,2018-12-07,Life,11,2018,GBP,PAA,Cancelled
POL81355043,GRP47221,2018-06-27,2019-03-24,Life,9,2018,GBP,GMM,Active
POL61371509,GRP98544,2025-07-07,2026-11-29,Property,17,2025,EUR,GMM,Cancelled
POL09697716,GRP21980,2022-12-18,2025-03-07,Motor,27,2022,GBP,GMM,Active
POL77484678,GRP29498,2023-12-20,2025-11-09,Life,23,2023,EUR,GMM,Expired
POL69417532,GRP06322,2018-11-05,2020-09-25,Motor,23,2018,USD,GMM,Active
POL69107731,GRP74591,2021-03-28,2024-02-11,Life,35,2021,GBP,GMM,Active
POL22470175,GRP06100,2019-01-10,2019-10-07,Life,9,2019,USD,GMM,Active
POL68539554,GRP71992,2023-03-22,2025-07-09,Health,28,2023,GBP,PAA,Cancelled
POL42639572,GRP98234,2021-09-10,2023-12-29,Property,28,2021,GBP,GMM,Active
POL07054379,GRP17099,2019-02-10,2021-10-27,Property,33,2019,USD,PAA,Active
POL10144384,GRP16166,2024-06-02,2026-04-23,Life,23,2024,EUR,PAA,Expired
POL92089497,GRP27817,2020-02-28,2022-11-14,Health,33,2020,USD,GMM,Expired
POL19523928,GRP67592,2023-05-30,2024-05-24,Life,12,2023,USD,GMM,Active
POL58508150,GRP16043,2019-12-05,2022-06-22,Life,31,2019,GBP,PAA,Expired
POL28953364,GRP58950,2020-12-26,2021-08-23,Property,8,2020,GBP,PAA,Active
POL05023022,GRP14332,2019-12-27,2022-03-16,Property,27,2019,GBP,GMM,Active
POL74578265,GRP92533,2024-07-06,2026-12-23,Property,30,2024,GBP,PAA,Active
POL38403994,GRP57460,2021-01-13,2021-07-12,Motor,6,2021,USD,PAA,Active
POL94871132,GRP39520,2019-05-24,2021-04-13,Motor,23,2019,EUR,GMM,Expired
POL35471248,GRP08639,2021-02-25,2023-02-15,Motor,24,2021,GBP,GMM,Expired
POL89070782,GRP82255,2025-09-28,2027-09-18,Motor,24,2025,USD,PAA,Active
POL67136797,GRP28241,2021-02-28,2021-11-25,Property,9,2021,USD,GMM,Expired
POL00593401,GRP04432,2021-09-11,2024-08-26,Life,36,2021,GBP,GMM,Expired
POL02359769,GRP68187,2022-02-16,2023-04-12,Property,14,2022,EUR,PAA,Active
POL48359124,GRP17713,2025-03-30,2025-11-25,Property,8,2025,EUR,PAA,Cancelled
POL55679791,GRP41018,2024-12-09,2027-08-26,Property,33,2024,EUR,GMM,Cancelled
POL60473364,GRP28973,2018-06-26,2021-01-11,Property,31,2018,EUR,PAA,Expired
POL09641986,GRP92664,2025-06-22,2025-12-19,Motor,6,2025,USD,GMM,Active
POL34423728,GRP37288,2024-04-07,2024-12-03,Property,8,2024,EUR,PAA,Cancelled
POL38167234,GRP78993,2020-11-12,2021-07-10,Property,8,2020,EUR,GMM,Active
POL73637159,GRP04814,2019-07-15,2022-05-30,Life,35,2019,USD,GMM,Cancelled
POL44471503,GRP81563,2024-10-23,2025-08-19,Motor,10,2024,USD,PAA,Active
POL33369038,GRP13080,2021-12-20,2024-04-08,Life,28,2021,EUR,GMM,Cancelled
POL30740684,GRP15829,2024-04-17,2027-04-02,Health,36,2024,USD,GMM,Active
POL71211812,GRP30858,2018-12-01,2020-11-20,Property,24,2018,USD,GMM,Expired
POL63819587,GRP49682,2023-10-10,2024-12-03,Health,14,2023,GBP,GMM,Cancelled
POL84585449,GRP71082,2019-04-21,2020-05-15,Health,13,2019,GBP,PAA,Active
POL97647755,GRP32860,2020-12-14,2023-02-02,Motor,26,2020,USD,GMM,Active
POL84279242,GRP90388,2021-10-20,2024-04-07,Life,30,2021,GBP,GMM,Cancelled
POL33706754,GRP31810,2018-10-19,2019-07-16,Property,9,2018,EUR,GMM,Cancelled
POL49150731,GRP62332,2024-07-17,2026-09-05,Life,26,2024,GBP,PAA,Active
POL07955452,GRP54469,2024-01-24,2026-03-14,Health,26,2024,GBP,GMM,Active
POL10221892,GRP64910,2023-04-02,2024-07-25,Motor,16,2023,USD,GMM,Active
POL03961823,GRP36180,2021-02-18,2021-08-17,Motor,6,2021,EUR,GMM,Cancelled
POL14068886,GRP48475,2019-03-16,2020-04-09,Life,13,2019,GBP,PAA,Active
POL37848958,GRP44839,2019-02-09,2021-05-29,Property,28,2019,USD,GMM,Cancelled
POL22346853,GRP00306,2023-03-18,2024-04-11,Property,13,2023,EUR,GMM,Cancelled
POL31165340,GRP16909,2024-01-10,2026-12-25,Health,36,2024,EUR,PAA,Active
POL74863173,GRP11661,2018-05-03,2019-03-29,Health,11,2018,GBP,PAA,Cancelled
POL05754887,GRP16971,2025-01-17,2027-02-06,Property,25,2025,EUR,PAA,Active
POL91282554,GRP86035,2020-09-04,2022-01-27,Life,17,2020,USD,GMM,Cancelled
POL93176322,GRP07334,2022-07-19,2023-04-15,Motor,9,2022,GBP,PAA,Active
POL28389809,GRP96921,2022-01-03,2024-03-23,Health,27,2022,GBP,GMM,Active
POL54632881,GRP94206,2020-10-16,2021-08-12,Motor,10,2020,EUR,GMM,Cancelled
POL71597398,GRP46252,2020-11-25,2023-07-13,Life,32,2020,EUR,PAA,Active
POL23608613,GRP90879,2022-03-13,2024-05-01,Life,26,2022,EUR,PAA,Expired
POL27574894,GRP28065,2025-06-16,2027-03-08,Health,21,2025,USD,PAA,Expired
POL15207343,GRP02898,2024-02-04,2025-01-29,Motor,12,2024,GBP,PAA,Active
POL95308927,GRP02348,2018-01-20,2020-11-05,Life,34,2018,USD,GMM,Active
POL65163164,GRP63740,2020-12-15,2023-02-03,Property,26,2020,EUR,GMM,Expired
POL47045138,GRP55696,2020-03-28,2021-11-18,Life,20,2020,USD,PAA,Cancelled
POL18743215,GRP43576,2018-08-09,2019-12-02,Property,16,2018,EUR,PAA,Active
POL75618554,GRP21625,2020-03-16,2022-08-03,Life,29,2020,GBP,GMM,Cancelled
POL95808830,GRP91874,2023-03-29,2024-07-21,Motor,16,2023,EUR,PAA,Cancelled
POL38652390,GRP69048,2018-09-05,2019-06-02,Life,9,2018,EUR,GMM,Cancelled
POL84695235,GRP84971,2022-01-09,2022-08-07,Life,7,2022,EUR,PAA,Active
POL80223506,GRP46875,2022-12-01,2024-08-22,Motor,21,2022,GBP,GMM,Active
POL94009583,GRP26105,2020-03-05,2020-09-01,Motor,6,2020,GBP,GMM,Expired
POL24797453,GRP15703,2021-09-23,2022-11-17,Health,14,2021,EUR,PAA,Cancelled
POL50691207,GRP78400,2022-05-27,2023-02-21,Motor,9,2022,GBP,GMM,Active
POL10630962,GRP15874,2022-04-29,2023-06-23,Property,14,2022,GBP,PAA,Active
POL97176873,GRP34052,2024-02-16,2025-05-11,Motor,15,2024,USD,GMM,Active
POL76147534,GRP00412,2022-08-27,2025-03-14,Life,31,2022,GBP,PAA,Expired
POL83839032,GRP33896,2018-05-11,2019-09-03,Health,16,2018,USD,PAA,Active
POL36745372,GRP23099,2022-01-06,2023-04-01,Property,15,2022,GBP,GMM,Active
POL46855518,GRP33396,2022-04-29,2022-10-26,Health,6,2022,GBP,PAA,Expired
POL42277112,GRP44557,2021-09-05,2023-10-25,Property,26,2021,EUR,GMM,Expired
POL77160842,GRP95855,2024-11-13,2025-11-08,Health,12,2024,GBP,GMM,Active
POL69878682,GRP29026,2023-09-02,2024-03-30,Motor,7,2023,USD,GMM,Expired
POL69073395,GRP21233,2023-03-08,2025-05-26,Life,27,2023,EUR,GMM,Expired
POL43221666,GRP99267,2025-01-19,2025-10-16,Health,9,2025,EUR,GMM,Active
POL62661284,GRP11376,2022-01-11,2024-03-31,Motor,27,2022,USD,GMM,Cancelled
POL79866091,GRP86802,2022-06-27,2023-11-19,Property,17,2022,USD,GMM,Expired
POL01485913,GRP98372,2018-09-10,2019-08-06,Life,11,2018,EUR,PAA,Cancelled
POL47854800,GRP43556,2019-04-03,2019-11-29,Property,8,2019,EUR,PAA,Cancelled
POL43806728,GRP33613,2022-08-07,2025-05-23,Life,34,2022,GBP,GMM,Cancelled
POL93048304,GRP37585,2022-12-05,2025-04-23,Life,29,2022,GBP,GMM,Active
POL53872377,GRP49322,2022-12-25,2025-04-13,Property,28,2022,USD,PAA,Active
POL66715247,GRP18324,2019-11-12,2021-10-02,Life,23,2019,GBP,PAA,Expired
POL07271838,GRP70935,2019-05-16,2021-03-06,Health,22,2019,USD,PAA,Expired
POL81841189,GRP34757,2025-09-27,2026-11-21,Property,14,2025,GBP,GMM,Active
POL68247143,GRP78927,2024-06-28,2025-09-21,Motor,15,2024,GBP,GMM,Cancelled
POL09522175,GRP15483,2021-08-14,2023-02-05,Property,18,2021,EUR,PAA,Active
POL44729914,GRP17763,2025-07-23,2026-07-18,Life,12,2025,GBP,PAA,Active
POL84498229,GRP83401,2022-07-14,2025-03-30,Life,33,2022,EUR,GMM,Cancelled
POL58141390,GRP56649,2023-11-16,2024-06-13,Motor,7,2023,EUR,GMM,Cancelled
POL92688537,GRP01024,2018-12-12,2020-11-01,Property,23,2018,EUR,PAA,Active
POL39485501,GRP26281,2019-03-06,2020-12-25,Health,22,2019,EUR,GMM,Cancelled
POL65188982,GRP45209,2024-12-29,2026-02-22,Motor,14,2024,EUR,PAA,Cancelled
POL35884068,GRP59783,2023-07-19,2024-09-11,Health,14,2023,GBP,PAA,Cancelled
POL76125568,GRP33909,2025-10-11,2027-01-04,Motor,15,2025,USD,PAA,Expired
POL43762892,GRP36027,2021-04-15,2022-09-07,Property,17,2021,EUR,PAA,Active
POL42593476,GRP50597,2019-08-16,2021-03-08,Life,19,2019,USD,GMM,Cancelled
POL79695423,GRP71575,2019-04-18,2020-01-13,Motor,9,2019,USD,GMM,Active
POL86392946,GRP44761,2019-06-04,2020-02-29,Life,9,2019,USD,PAA,Active
POL70858001,GRP74892,2019-11-23,2022-05-11,Life,30,2019,USD,PAA,Expired
POL58186721,GRP77773,2022-12-11,2025-02-28,Motor,27,2022,GBP,PAA,Expired
POL49047938,GRP31222,2024-01-03,2025-10-24,Life,22,2024,EUR,PAA,Expired
POL38231357,GRP50731,2018-08-07,2019-06-03,Property,10,2018,USD,GMM,Expired
POL90319541,GRP89074,2022-06-16,2023-01-12,Motor,7,2022,EUR,PAA,Expired
POL52693283,GRP42134,2022-10-26,2025-05-13,Motor,31,2022,USD,GMM,Cancelled
POL17569765,GRP59684,2023-08-28,2024-03-25,Health,7,2023,EUR,GMM,Cancelled
POL84397115,GRP05774,2022-05-04,2023-10-26,Life,18,2022,GBP,GMM,Active
POL83812783,GRP52832,2020-04-12,2021-10-04,Property,18,2020,USD,PAA,Expired
POL04047341,GRP93895,2022-12-25,2023-10-21,Property,10,2022,USD,GMM,Cancelled
POL36466457,GRP84400,2019-01-21,2021-05-10,Motor,28,2019,USD,GMM,Cancelled
POL05916149,GRP62412,2020-07-27,2022-06-17,Life,23,2020,EUR,PAA,Active
POL66663895,GRP90011,2025-03-01,2027-05-20,Life,27,2025,GBP,PAA,Cancelled
POL15412607,GRP54832,2025-03-31,2025-09-27,Property,6,2025,EUR,PAA,Active
POL72242624,GRP93531,2018-04-23,2019-11-14,Motor,19,2018,GBP,GMM,Expired
POL78849994,GRP22497,2020-12-06,2021-09-02,Motor,9,2020,EUR,GMM,Active
POL04284339,GRP96215,2022-07-21,2024-10-08,Health,27,2022,GBP,PAA,Cancelled
POL05704311,GRP78457,2024-12-28,2026-02-21,Motor,14,2024,USD,GMM,Active
POL58562712,GRP40439,2024-09-02,2027-01-20,Life,29,2024,EUR,GMM,Expired
POL43933619,GRP25247,2019-06-10,2021-10-27,Motor,29,2019,GBP,PAA,Cancelled
POL53032187,GRP14304,2025-10-08,2026-06-05,Health,8,2025,EUR,GMM,Active
POL99698346,GRP26525,2021-03-12,2022-06-05,Property,15,2021,GBP,PAA,Expired
POL18411318,GRP03776,2021-05-05,2022-04-30,Health,12,2021,GBP,PAA,Active
POL53211174,GRP28429,2024-11-05,2026-08-27,Life,22,2024,USD,PAA,Active
POL62478762,GRP51396,2019-09-15,2022-07-01,Motor,34,2019,USD,GMM,Expired
POL57051906,GRP94455,2019-01-23,2020-01-18,Property,12,2019,GBP,GMM,Cancelled
